Wall time,Step,Value
1677066473.4988768,6341,0.10923527181148529
1677066486.1796246,6363,0.06794600933790207
1677066493.6865416,6376,0.029976170510053635
1677066507.585909,6400,0.0620323047041893
1677066832.4026845,6496,0.09326709806919098
1677066834.7107499,6500,0.22317451238632202
1677066846.2618694,6520,0.05397820472717285
1677066877.4452407,6574,0.05002531781792641
1677066883.212227,6584,0.07699787616729736
1677066894.181969,6603,0.028248190879821777
1677066925.3467166,6657,0.125247985124588
1677066930.5359433,6666,0.10730638355016708
1677066937.4634683,6678,0.07406630367040634
1677066939.1912348,6681,0.054476313292980194
1677066947.8507202,6696,0.0649152398109436
1677066949.5811086,6699,0.025139220058918
1677066956.496384,6711,0.2073608934879303
1677066972.048888,6738,0.03216929733753204
1677066974.3565955,6742,0.07484997808933258
1677066980.699693,6753,0.36282819509506226
1677067026.2550366,6832,0.08775681257247925
1677067034.333545,6846,0.18639633059501648
1677067038.9463084,6854,0.09323222935199738
1677067047.6162329,6869,0.08124767243862152
1677067085.2196598,6934,0.06368173658847809
1677067103.7427797,6966,0.057403065264225006
1677067118.7848115,6992,0.12836888432502747
1677067131.4945476,7014,0.02813534066081047
1677067184.634338,7106,0.14394667744636536
1677067189.2625802,7114,0.11832314729690552
1677067212.971282,7155,0.07916098088026047
1677067516.3973186,7216,0.08661415427923203
1677067534.29901,7247,0.04417882114648819
1677067564.8926308,7300,0.031150519847869873
1677067571.2446444,7311,0.04788121581077576
1677067581.6367567,7329,0.04757896438241005
1677067587.4034216,7339,0.050119463354349136
1677067587.979856,7340,0.08831926435232162
1677067598.9560804,7359,0.22097714245319366
1677067612.2369287,7382,0.09309746325016022
1677067623.2128396,7401,0.06678076833486557
1677067645.7356079,7440,0.2085922658443451
1677067647.468543,7443,0.10959064215421677
1677067651.4983397,7450,0.13090921938419342
1677067657.2556157,7460,0.07637117058038712
1677067658.9812577,7463,0.08480416238307953
1677067667.6363018,7478,0.09253199398517609
1677067686.6943848,7511,0.0424899160861969
1677067697.655361,7530,0.13521042466163635
1677067743.3027833,7609,0.04086626321077347
1677067763.5706425,7644,0.03974185138940811
1677067773.4131067,7661,0.15253064036369324
1677067782.1008673,7676,0.031665001064538956
1677067788.4684107,7687,0.09685979783535004
1677067791.9466503,7693,0.049920499324798584
1677067812.2265494,7728,0.09647642076015472
1677067822.651293,7746,0.11306790262460709
1677067830.7563667,7760,0.09422655403614044
1677067842.340544,7780,0.39604195952415466
1677067846.9741712,7788,0.058750219643116
1677067852.7665265,7798,0.03387456759810448
1677067873.0428183,7833,0.21974045038223267
1677067875.9278917,7838,0.07291292399168015
1677067911.1590948,7899,0.13611555099487305
1677067911.7400298,7900,0.08146020025014877
1677067930.2268274,7932,0.3615538477897644
1677067964.2494218,7991,0.03598422184586525
1677068253.32163,8026,0.07057732343673706
1677068259.6793184,8037,0.08187054097652435
1677068266.6118226,8049,0.110233835875988
1677068276.4291198,8066,0.019570132717490196
1677068342.244646,8180,0.05747393146157265
1677068344.5540214,8184,0.036837827414274216
1677068362.4612608,8215,0.12097036838531494
1677068365.9278781,8221,0.0385880321264267
1677068399.442791,8279,0.07278706133365631
1677068405.8109865,8290,0.045134950429201126
1677068427.2409973,8327,0.033995337784290314
1677068430.1354702,8332,0.035062097012996674
1677068431.2922504,8334,0.11007167398929596
1677068434.7650857,8340,0.039012640714645386
1677068448.0792189,8363,0.04416094720363617
1677068450.974615,8368,0.19389916956424713
1677068456.1880398,8377,0.1145547404885292
1677068508.1798978,8467,0.031541939824819565
1677068509.9121885,8470,0.06408154219388962
1677068526.09498,8498,0.10171538591384888
1677068528.9846013,8503,0.11070390790700912
1677068531.8781312,8508,0.06975933909416199
1677068565.395444,8566,0.06882219016551971
1677068580.4426274,8592,0.06402317434549332
1677068585.6499083,8601,0.050212252885103226
1677068604.7314134,8634,0.01892872154712677
1677068605.3068984,8635,0.0892472043633461
1677068610.5102165,8644,0.11688455194234848
1677068632.474219,8682,0.08835825324058533
1677068637.095666,8690,0.08312419801950455
1677068639.9826066,8695,0.03368595987558365
1677068701.191856,8801,0.05484491586685181
1677068980.4213908,8819,0.020374322310090065
1677068982.1512253,8822,0.07015756517648697
1677068994.2647476,8843,0.032095227390527725
1677069014.4733906,8878,0.11118558794260025
1677069018.5124066,8885,0.0832790955901146
1677069028.3200836,8902,0.07238656282424927
1677069029.476538,8904,0.13208621740341187
1677069031.209362,8907,0.0572064183652401
1677069043.3290365,8928,0.08085843175649643
1677069047.3702495,8935,0.0427105575799942
1677069060.6586401,8958,0.0813499242067337
1677069070.4932063,8975,0.024717342108488083
1677069080.9041398,8993,0.099439837038517
1677069084.3723047,8999,0.07039015740156174
1677069090.1569502,9009,0.03902391716837883
1677069116.7215,9055,0.021074123680591583
1677069121.3429441,9063,0.025934536010026932
1677069133.4536595,9084,0.04833262413740158
1677069174.428617,9155,0.037870489060878754
1677069215.4010139,9226,0.1417424976825714
1677069219.442541,9233,0.16118571162223816
1677069235.029742,9260,0.13766975700855255
1677069262.1856046,9307,0.12091842293739319
1677069267.3862169,9316,0.07653233408927917
1677069285.8836088,9348,0.13452297449111938
1677069298.0165927,9369,0.0760655403137207
1677069322.85406,9412,0.0661846399307251
1677069324.5865324,9415,0.03295079991221428
1677069336.1417515,9435,0.0313078798353672
1677069340.1851532,9442,0.0528876893222332
1677069355.1840837,9468,0.06784022599458694
1677069395.5887399,9538,0.072026327252388
1677069400.7932756,9547,0.03661835938692093
1677069404.8440177,9554,0.029935844242572784
1677069412.367994,9567,0.16040855646133423
1677069425.0818784,9589,0.06245633587241173
1677069716.5970778,9627,0.061795443296432495
1677069730.4901037,9651,0.019713392481207848
1677069733.9598498,9657,0.09053067117929459
1677069747.2550368,9680,0.10633856803178787
1677069757.660782,9698,0.13629330694675446
1677069798.151916,9768,0.053341303020715714
1677069823.6004837,9812,0.04264160618185997
1677069839.7984939,9840,0.031382739543914795
1677069841.5328166,9843,0.05642826482653618
1677069864.6622195,9883,0.05297873169183731
1677069878.5355618,9907,0.010259999893605709
1677069916.1232336,9972,0.02606378309428692
1677069961.2438967,10050,0.0548037588596344
1677069964.1385195,10055,0.02921226993203163
1677069965.8706577,10058,0.03805669769644737
1677069980.9097564,10084,0.060634300112724304
1677069994.2160926,10107,0.03998960554599762
1677070006.3630805,10128,0.04010731354355812
1677070015.6273859,10144,0.07838837057352066
1677070029.5125513,10168,0.02174428477883339
1677070039.3468685,10185,0.019865471869707108
1677070080.4152288,10256,0.04771809279918671
1677070091.9772732,10276,0.04930495843291283
1677070096.0242038,10283,0.03782878443598747
1677070161.3876803,10396,0.03010837733745575
1677070163.1214764,10399,0.035252951085567474
1677070444.1318958,10420,0.017635993659496307
1677070447.0211058,10425,0.05492030084133148
1677070478.2476628,10479,0.012891932390630245
1677070484.0343995,10489,0.044708553701639175
1677070486.349927,10493,0.027235349640250206
1677070503.1292343,10522,0.020543618127703667
1677070521.6249537,10554,0.01850174367427826
1677070522.2003574,10555,0.058306340128183365
1677070547.05286,10598,0.01603563502430916
1677070552.2490406,10607,0.02058953233063221
1677070562.0784822,10624,0.027272840961813927
1677070564.9659855,10629,0.016150129958987236
1677070570.1705182,10638,0.08783947676420212
1677070579.4145825,10654,0.02406265214085579
1677070589.2419784,10671,0.051594581454992294
1677070612.3707063,10711,0.036163948476314545
1677070633.7599406,10748,0.05429653823375702
1677070638.958296,10757,0.043972212821245193
1677070639.536222,10758,0.09093441069126129
1677070652.2521656,10780,0.09411733597517014
1677070656.303159,10787,0.09481659531593323
1677070672.4979203,10815,0.07007893174886703
1677070678.2750194,10825,0.013610674068331718
1677070681.1656225,10830,0.040198102593421936
1677070687.527495,10841,0.032679200172424316
1677070692.7333083,10850,0.041858360171318054
1677070700.8280506,10864,0.009839506819844246
1677070722.7944343,10902,0.07118786871433258
1677070724.5302973,10905,0.01473320834338665
1677070744.173199,10939,0.05397232621908188
1677070746.4846175,10943,0.24150703847408295
1677070759.7742264,10966,0.019670099020004272
1677070763.2459745,10972,0.03442174568772316
1677070764.3986614,10974,0.015187248587608337
1677070787.5247197,11014,0.04147985950112343
1677070790.9935715,11020,0.014318825677037239
1677070798.5058942,11033,0.04080015793442726
1677070801.3957865,11038,0.024800384417176247
1677070809.4949398,11052,0.2043910175561905
1677070838.4011295,11102,0.030104730278253555
1677070849.379215,11121,0.03293661028146744
1677070854.5873606,11130,0.015988409519195557
1677070864.9900389,11148,0.06060027703642845
1677070880.6065676,11175,0.03168940916657448
1677070893.912616,11198,0.023717299103736877
1677070895.0708234,11200,0.011975130997598171
1677070895.64887,11201,0.04072713106870651
1677071198.666471,11260,0.027574682608246803
1677071205.6088824,11272,0.032218098640441895
1677071227.587996,11310,0.09159578382968903
1677071257.0860207,11361,0.08957130461931229
1677071290.647965,11419,0.008004103787243366
1677071311.462907,11455,0.011347074061632156
1677071321.2927763,11472,0.009716679342091084
1677071332.8569715,11492,0.058170564472675323
1677071350.7758336,11523,0.17105898261070251
1677071355.9743056,11532,0.0663866251707077
1677071365.8055224,11549,0.01474974025040865
1677071370.4337924,11557,0.1282726228237152
1677071375.640507,11566,0.06624403595924377
1677071393.573099,11597,0.017165588214993477
1677071416.1315749,11636,0.12362146377563477
1677071423.0750132,11648,0.04390036687254906
1677071430.0302346,11660,0.11923754960298538
1677071436.39652,11671,0.024657707661390305
1677071444.504634,11685,0.029902419075369835
1677071445.6645873,11687,0.015511796809732914
1677071466.5175452,11723,0.02721242606639862
1677071487.3381712,11759,0.01980331540107727
1677071502.9545636,11786,0.02629050426185131
1677071511.6299274,11801,0.046367645263671875
1677071529.0189924,11831,0.035534463822841644
1677071542.9185493,11855,0.12814085185527802
1677071553.326655,11873,0.16796453297138214
1677071588.0548215,11933,0.04280366376042366
1677071595.5779588,11946,0.01518136728554964
1677071596.7350388,11948,0.049697332084178925
1677071608.8851006,11969,0.08101735264062881
1677071611.777571,11974,0.024479463696479797
1677071619.8659992,11988,0.013698586262762547
1677071625.642467,11998,0.018787113949656487
1677071628.5311136,12003,0.024943416938185692
1677071632.5773532,12010,0.020982608199119568
1677071912.332003,12029,0.018171735107898712
1677071919.271702,12041,0.011127006262540817
1677071975.346883,12138,0.03993992507457733
1677071984.0160046,12153,0.015025363303720951
1677071990.376652,12164,0.005376532208174467
1677071992.6874092,12168,0.041651222854852676
1677072001.9400735,12184,0.046792276203632355
1677072021.0162723,12217,0.03534814715385437
1677072026.2181907,12226,0.06998376548290253
1677072063.21865,12290,0.059524983167648315
1677072064.9516296,12293,0.022497287020087242
1677072074.202836,12309,0.029634080827236176
1677072124.4779217,12396,0.03415601700544357
1677072129.6770923,12405,0.05039273202419281
1677072147.5963304,12436,0.08107905834913254
1677072160.3199677,12458,0.079682357609272
1677072173.041727,12480,0.05183151364326477
1677072210.603971,12545,0.016682228073477745
1677072215.2298841,12553,0.030156191438436508
1677072240.075414,12596,0.010275661945343018
1677072256.8391678,12625,0.0237960834056139
1677072283.429189,12671,0.017723532393574715
1677072299.6160636,12699,0.054999228566884995
1677072333.7195356,12758,0.04685698077082634
1677072342.9737208,12774,0.013815177604556084
1677072360.8838625,12805,0.04983006417751312
1677072646.5016575,12834,0.02939242124557495
1677072660.9521577,12859,0.008237364701926708
1677072663.8462572,12864,0.017574956640601158
1677072671.3686414,12877,0.02602861449122429
1677072682.3598514,12896,0.03406180068850517
1677072707.227904,12939,0.17348414659500122
1677072718.7953808,12959,0.0798901617527008
1677072752.344816,13017,0.0584697425365448
1677072762.1743295,13034,0.03521274775266647
1677072777.7881014,13061,0.02454119548201561
1677072778.3677883,13062,0.03232768923044205
1677072782.9885046,13070,0.008750065229833126
1677072789.9277177,13082,0.03218524530529976
1677072796.8712924,13094,0.05770497024059296
1677072805.548737,13109,0.06234186515212059
1677072807.862444,13113,0.05664221942424774
1677072817.690307,13130,0.01141657866537571
1677072838.5054495,13166,0.03406553342938423
1677072847.1787958,13181,0.03438346087932587
1677072852.9635348,13191,0.04526741802692413
1677072854.6989205,13194,0.015376130118966103
1677072861.6394365,13206,0.03241812437772751
1677072862.2164886,13207,0.05370454862713814
1677072864.5273662,13211,0.028382062911987305
1677072880.7093692,13239,0.01734803058207035
1677072895.7481296,13265,0.06213235855102539
1677072923.4957662,13313,0.022890128195285797
1677072944.3101861,13349,0.016285747289657593
1677072974.9523833,13402,0.022428616881370544
1677072977.2664592,13406,0.11021890491247177
1677072988.8298857,13426,0.06893350183963776
1677073017.1586795,13475,0.018362730741500854
1677073033.9286752,13504,0.027787376195192337
1677073058.208218,13546,0.04336430877447128
1677073087.686326,13597,0.021588118746876717
1677073096.3568523,13612,0.04803870990872383
1677073369.862042,13620,0.02500448189675808
1677073373.3372624,13626,0.015802063047885895
1677073402.2594585,13676,0.05108568072319031
1677073403.990418,13679,0.017988961189985275
1677073405.72717,13682,0.012968972325325012
1677073413.2510734,13695,0.056405507028102875
1677073428.868328,13722,0.007121154572814703
1677073443.3368118,13747,0.01714998483657837
1677073447.3873537,13754,0.11835015565156937
1677073460.111018,13776,0.015571897849440575
1677073479.7567437,13810,0.019480278715491295
1677073499.9777513,13845,0.008563403971493244
1677073513.2582645,13868,0.022557048127055168
1677073522.4981678,13884,0.013447839766740799
1677073553.1116934,13937,0.09694967418909073
1677073564.6608307,13957,0.010494166985154152
1677073566.3923018,13960,0.027774900197982788
1677073571.5858395,13969,0.014877639710903168
1677073572.1630318,13970,0.027246512472629547
1677073575.6284626,13976,0.07852733880281448
1677073587.176723,13996,0.04664226993918419
1677073588.3308663,13998,0.013428941369056702
1677073635.6971982,14080,0.008633209392428398
1677073682.477297,14161,0.01642223633825779
1677073717.1272917,14221,0.009023583494126797
1677073720.5905719,14227,0.017998062074184418
1677073733.879711,14250,0.024606650695204735
1677073755.2548447,14287,0.04681804031133652
1677073755.8343456,14288,0.022565539926290512
1677073759.3028622,14294,0.029497526586055756
1677073764.5009477,14303,0.02321871556341648
1677073774.3212428,14320,0.031825415790081024
1677073781.252518,14332,0.08558186143636703
1677073784.719928,14338,0.008807036094367504
1677073796.2634115,14358,0.013174674473702908
1677073818.7906075,14397,0.025387337431311607
1677074116.4086082,14447,0.027486521750688553
1677074143.5687697,14494,0.05595194920897484
1677074164.367536,14530,0.013324117287993431
1677074178.2287276,14554,0.013942684978246689
1677074179.9611766,14557,0.02806742675602436
1677074223.3021288,14632,0.02225806750357151
1677074226.7678747,14638,0.024134503677487373
1677074244.0952966,14668,0.059108562767505646
1677074249.2984438,14677,0.03292645886540413
1677074251.6092215,14681,0.010989056900143623
1677074255.0746458,14687,0.014630120247602463
1677074289.1743011,14746,0.0689990445971489
1677074308.2408829,14779,0.010658682323992252
1677074308.8198626,14780,0.057510796934366226
1677074313.4356887,14788,0.028878698125481606
1677074315.7495096,14792,0.020230576395988464
1677074325.5698462,14809,0.03559964895248413
1677074329.035033,14815,0.011715782806277275
1677074346.9389203,14846,0.035656753927469254
1677074362.545217,14873,0.025593837723135948
1677074373.522703,14892,0.037284813821315765
1677074392.5858755,14925,0.021175146102905273
1677074393.1625783,14926,0.01469226460903883
1677074407.0375962,14950,0.026682471856474876
1677074451.519918,15027,0.032862696796655655
1677074487.9352493,15090,0.017739608883857727
1677074512.181246,15132,0.013913457281887531
1677074514.4912038,15136,0.07044323533773422
1677074539.923614,15180,0.03299855440855026
1677074550.8976653,15199,0.013791780918836594
1677074840.9053571,15236,0.017365770414471626
1677074858.225566,15266,0.013804358430206776
1677074862.2681553,15273,0.020067639648914337
1677074891.728689,15324,0.025111868977546692
1677074901.543349,15341,0.01823919266462326
1677074905.0079453,15347,0.04359095171093941
1677074939.0858562,15406,0.0626978874206543
1677074948.3301697,15422,0.013632201589643955
1677074951.7965672,15428,0.019229331985116005
1677074967.971238,15456,0.041881851851940155
1677074977.7953513,15473,0.010842359624803066
1677074978.9536953,15475,0.014410586096346378
1677074997.4312744,15507,0.016381705179810524
1677075015.33294,15538,0.03174634650349617
1677075042.4812388,15585,0.013600774109363556
1677075049.4156096,15597,0.029390975832939148
1677075055.7685483,15608,0.017758095636963844
1677075110.6276073,15703,0.021898163482546806
1677075131.9958577,15740,0.016756417229771614
1677075145.8551514,15764,0.017983008176088333
1677075151.0488412,15773,0.03834586217999458
1677075154.5122778,15779,0.017786448821425438
1677075181.0656118,15825,0.04921681806445122
1677075182.7982106,15828,0.06730606406927109
1677075193.7767162,15847,0.026414595544338226
1677075204.7542872,15866,0.027966324239969254
1677075269.9927206,15979,0.06626271456480026
1677075274.6121652,15987,0.025804121047258377
1677075278.0770502,15993,0.027297982946038246
1677075583.1228828,16056,0.01970813050866127
1677075605.660224,16095,0.02647494338452816
1677075617.790161,16116,0.18366344273090363
1677075651.8690307,16175,0.043106283992528915
1677075659.379864,16188,0.016661619767546654
1677075665.1571434,16198,0.02397771179676056
1677075667.4658296,16202,0.03475647792220116
1677075694.6220436,16249,0.013516776263713837
1677075736.2216387,16321,0.012032070197165012
1677075748.9257753,16343,0.03101152926683426
1677075758.7416484,16360,0.01905575394630432
1677075770.2949643,16380,0.060209136456251144
1677075785.3198233,16406,0.031682081520557404
1677075804.9641204,16440,0.051089052110910416
1677075810.1611068,16449,0.03123854659497738
1677075842.5132565,16505,0.010042492300271988
1677075873.721729,16559,0.0465073436498642
1677075888.7379637,16585,0.013087603263556957
